price,area,Bedrooms,Bathrooms,Balcony,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,
4200000,1475,3,2,3,New Property,1,,,Individual House,2847.45762711864,
2800000,850,2,2,3,Resale,1,,3,Flat,3294.11764705882,
3400000,1110,2,2,3,Resale,,,,Flat,3063.06306306306,
4000000,750,3,2,2,New Property,,Semi-Furnished,,Flat,5333.33333333333,
4950000,1165,2,2,,Resale,,Semi-Furnished,,Flat,4248.92703862661,
3500000,995,2,2,,Resale,,Unfurnished,,Flat,3517.58793969849,
4500000,1250,3,2,3,Resale,,,,Flat,3600,
4500000,900,2,2,,Resale,,Furnished,,Flat,5000,
5500000,950,2,2,,Resale,,Semi-Furnished,,Flat,5789.47368421053,
4500000,1265,2,2,3,Resale,1,Semi-Furnished,,Flat,3557.31225296443,
4500000,1090,2,2,1,Resale,1,Semi-Furnished,,Individual House,4128.44036697248,
3050000,920,2,2,,Resale,23,,,Flat,3315.21739130435,
4500000,1300,3,2,,Resale,1,Semi-Furnished,,Flat,3461.53846153846,
5000000,1250,3,2,,Resale,,Furnished,,Flat,4000,
11500000,1550,4,3,2,Resale,,Semi-Furnished,,Flat,7419.35483870968,
6800000,1356,3,2,4,Resale,,,,Flat,5014.74926253687,
3900000,1040,2,2,,Resale,,Unfurnished,,Flat,3750,
4200000,1000,2,2,,Resale,,Semi-Furnished,,Flat,4200,
5500000,1545,3,2,4,Resale,,,,Flat,3559.87055016181,
4600000,1090,2,2,2,New Property,,Unfurnished,,Flat,4220.18348623853,
4600000,1195,2,2,,Resale,,Furnished,,Individual House,3849.37238493724,
7100000,1690,3,3,,New Property,,Unfurnished,,Flat,4201.18343195266,
5200000,1155,2,2,2,Resale,,Unfurnished,,Flat,4502.1645021645,
3500000,950,3,2,,Resale,,Semi-Furnished,,Flat,3684.21052631579,
12000000,1890,3,4,,Resale,,,,Flat,6349.20634920635,
7920000,1495,3,3,,Resale,,,,Flat,5297.65886287625,
4500000,995,2,2,1,Resale,,,,Flat,4522.61306532663,
10000000,1142,3,3,1,Resale,,Semi-Furnished,,Individual House,8756.56742556918,
13000000,1970,4,4,2,Resale,1,Semi-Furnished,0,Individual House,6598.9847715736,
3800000,1000,3,2,,Resale,,Semi-Furnished,,Flat,3800,
9500000,1125,3,3,2,Resale,,Furnished,,Flat,8444.44444444444,
3500000,1000,2,2,3,New Property,,,,Flat,3500,
9000000,1024,2,2,,Resale,,Unfurnished,,Flat,8789.0625,
4500000,750,3,2,,Resale,,Semi-Furnished,,Flat,6000,
8200000,900,2,2,1,New Property,1,Unfurnished,,Flat,9111.11111111111,
3200000,700,2,2,1,Resale,,Unfurnished,,Flat,4571.42857142857,
11000000,1650,2,3,3,Resale,,Unfurnished,,Flat,6666.66666666667,
2750000,890,2,2,,Resale,,,,Flat,3089.88764044944,
4000000,840,2,2,,Resale,,,,Flat,4761.90476190476,
6000000,1180,2,2,3,Resale,,,1,Individual House,5084.74576271187,
2850000,940,2,2,2,Resale,,Semi-Furnished,,Individual House,3031.91489361702,
3380000,850,2,2,1,Resale,2,Semi-Furnished,,Flat,3976.47058823529,
3800000,1264,2,2,,Resale,,Unfurnished,,Flat,3006.32911392405,
7200000,1100,2,2,2,Resale,,Unfurnished,,Flat,6545.45454545455,
7100000,1500,3,3,,Resale,2,Semi-Furnished,1,Individual House,4733.33333333333,
4000000,891,2,2,1,Resale,1,Semi-Furnished,0,Flat,4489.33782267116,
2900000,725,2,2,1,Resale,1,Semi-Furnished,,Flat,4000,
4200000,630,2,2,1,Resale,2,Semi-Furnished,,Flat,6666.66666666667,
5000000,900,3,2,1,Resale,1,Semi-Furnished,,Flat,5555.55555555556,
5000000,1280,3,2,2,New Property,2,Semi-Furnished,1,Flat,3906.25,
5000000,1550,3,3,,Resale,,,,Flat,3225.8064516129,
4500000,585,4,2,1,New Property,,Semi-Furnished,,Flat,7692.30769230769,
4500000,1650,3,2,4,Resale,1,,2,Flat,2727.27272727273,
5500000,1337,3,2,2,Resale,1,,0,Flat,4113.68735976066,
8500000,1200,2,2,1,Resale,,Unfurnished,,Flat,7083.33333333333,
4600000,1210,2,2,2,Resale,,Unfurnished,,Flat,3801.65289256198,
8000000,900,2,2,1,New Property,,Semi-Furnished,,Flat,8888.88888888889,
5000000,1160,2,2,,Resale,1,Semi-Furnished,2,Flat,4310.34482758621,
7590000,1380,3,2,4,Resale,,Semi-Furnished,,Flat,5500,
3650000,800,2,2,1,Resale,,Unfurnished,,Individual House,4562.5,
4000000,745,2,2,2,Resale,,,,Flat,5369.12751677852,
1950000,560,2,2,1,Resale,1,Semi-Furnished,0,Flat,3482.14285714286,
3500000,836,2,2,3,Resale,,,,Flat,4186.6028708134,
4800000,850,3,3,1,Resale,1,Semi-Furnished,,Flat,5647.05882352941,
6500000,1510,3,2,2,Resale,,,,Flat,4304.6357615894,
6000000,1350,2,2,1,Resale,,,,Flat,4444.44444444444,
2500000,550,2,2,1,Resale,,,,Flat,4545.45454545455,
8500000,1100,2,3,2,Resale,,Semi-Furnished,,Flat,7727.27272727273,
4000000,1107,2,2,2,Resale,1,,4,Flat,3613.369467028,
4200000,900,2,3,1,Resale,1,Furnished,,Flat,4666.66666666667,
13500000,1800,3,4,2,Resale,6,Furnished,1,Individual House,7500,
7500000,1400,3,2,1,Resale,,Semi-Furnished,,Flat,5357.14285714286,
9500000,1944,3,3,2,Resale,,Semi-Furnished,,Flat,4886.83127572017,
3800000,1267,3,2,3,Resale,,,,Flat,2999.21073401736,
2600000,965,2,2,,Resale,1,Semi-Furnished,,Flat,2694.30051813471,
4400000,900,3,2,1,Resale,1,Semi-Furnished,,Flat,4888.88888888889,
7800000,1805,3,4,3,New Property,,,,Individual House,4321.3296398892,
4000000,900,2,2,1,Resale,,Semi-Furnished,,Flat,4444.44444444444,
4700000,855,2,2,2,Resale,,,,Flat,5497.07602339181,
6000000,903,2,2,,Resale,1,,0,Flat,6644.51827242525,
4500000,1090,2,2,,Resale,,Semi-Furnished,,Flat,4128.44036697248,
4480000,990,3,3,,Resale,,Unfurnished,,Flat,4525.25252525253,
8550000,1751,3,3,4,New Property,,,,Flat,4882.92404340377,
4100000,955,2,2,2,Resale,1,Semi-Furnished,,Individual House,4293.19371727749,
6000000,1155,2,2,,Resale,,Semi-Furnished,,Flat,5194.8051948052,
4100000,1200,2,2,,Resale,,,,Flat,3416.66666666667,
3500000,975,2,2,3,Resale,220,,2,Flat,3589.74358974359,
5100000,1095,2,2,,Resale,1,,,Flat,4657.53424657534,
4000000,800,2,2,1,Resale,1,Semi-Furnished,,Flat,5000,
3600000,910,2,2,1,Resale,,Semi-Furnished,,Flat,3956.04395604396,
3180000,895,2,2,,Resale,,Furnished,,Flat,3553.07262569832,
4600000,1232,3,2,,Resale,,,,Flat,3733.76623376623,
3300000,1000,2,2,2,Resale,3,Semi-Furnished,0,Flat,3300,
3500000,1200,2,2,2,Resale,1,,1,Flat,2916.66666666667,
4200000,1050,2,2,,Resale,,Semi-Furnished,,Flat,4000,
3200000,594,2,2,1,Resale,1,Semi-Furnished,,Flat,5387.20538720539,
3850000,955,2,2,,Resale,,Furnished,,Flat,4031.41361256545,
2500000,850,2,2,3,Resale,1,Unfurnished,,Flat,2941.17647058823,
5000000,900,3,2,,Resale,,Semi-Furnished,,Flat,5555.55555555556,
3600000,1200,3,2,3,Resale,,Semi-Furnished,,Flat,3000,
8000000,1650,3,2,4,Resale,,,,Flat,4848.48484848485,
8500000,1450,3,3,4,New Property,,Unfurnished,,Flat,5862.06896551724,
3400000,657,2,2,1,Resale,,,,Individual House,5175.03805175038,
5400000,1000,2,2,1,Resale,,Unfurnished,,Individual House,5400,
6800000,1000,2,2,2,Resale,,Semi-Furnished,,Flat,6800,
7000000,1538,4,3,,Resale,,Furnished,,Flat,4551.36540962289,
10000000,1285,3,2,,Resale,,Semi-Furnished,,Flat,7782.10116731518,
14000000,1800,3,3,4,Resale,,Semi-Furnished,,Individual House,7777.77777777778,
5550000,1400,2,2,,Resale,,Semi-Furnished,,Flat,3964.28571428571,
5000000,1470,3,2,,Resale,,Furnished,,Flat,3401.36054421769,
11000000,1500,3,3,2,Resale,2,Semi-Furnished,,Flat,7333.33333333333,
9500000,1500,3,2,2,Resale,1,Semi-Furnished,,Flat,6333.33333333333,
9500000,1955,3,3,5,Resale,,,,Flat,4859.33503836317,
4300000,1175,2,2,3,Resale,,Furnished,,Flat,3659.57446808511,
4500000,900,2,2,1,Resale,,Semi-Furnished,,Flat,5000,
10000000,1600,3,2,3,Resale,,,,Individual House,6250,
11300000,2275,3,3,3,Resale,,,,Flat,4967.03296703297,
7000000,600,3,3,,Resale,,Unfurnished,,Flat,11666.6666666667,
3500000,800,2,2,1,Resale,1,Semi-Furnished,,Flat,4375,
4900000,825,2,2,1,Resale,1,Furnished,0,Individual House,5939.39393939394,
2800000,585,2,2,,Resale,1,Furnished,,Flat,4786.32478632479,
9000000,1800,4,4,5,Resale,1,Unfurnished,,Flat,5000,
8100000,1283,2,3,,Resale,,,,Individual House,6313.32813717849,
9500000,1242,2,2,3,Resale,,,,Individual House,7648.95330112721,
8000000,1263,3,3,3,Resale,1,,0,Flat,6334.12509897071,
5000000,1000,3,2,,Resale,,Semi-Furnished,,Flat,5000,
6000000,1000,3,3,1,Resale,,Semi-Furnished,,Flat,6000,
8000000,1720,3,3,3,New Property,1,,,Flat,4651.16279069768,
8200000,900,3,3,,Resale,1,Furnished,,Flat,9111.11111111111,
3050000,1005,2,2,3,New Property,,Unfurnished,,Individual House,3034.82587064677,
5300000,1175,3,3,3,Resale,,Semi-Furnished,,Flat,4510.63829787234,
4200000,900,2,2,2,Resale,,,,Individual House,4666.66666666667,
5700000,1630,3,3,4,Resale,,,,Flat,3496.93251533742,
11500000,2423,4,4,3,Resale,1,,2,Flat,4746.18241848948,
4200000,1235,2,2,3,Resale,,,,Flat,3400.80971659919,
3350000,842,2,2,3,Resale,1,,2,Flat,3978.62232779097,
14000000,2560,4,4,4,Resale,2,,2,Flat,5468.75,
3000000,965,2,2,3,Resale,1,,,Flat,3108.80829015544,
7500000,1414,3,2,2,Resale,1,,,Flat,5304.1018387553,
3000000,840,2,2,2,Resale,,,,Flat,3571.42857142857,
6800000,1340,3,2,3,Resale,,,,Flat,5074.62686567164,
7000000,1340,3,2,3,Resale,,,,Flat,5223.88059701493,
8900000,1190,2,2,3,Resale,,,,Flat,7478.99159663866,
7000000,1100,2,2,,Resale,,Semi-Furnished,,Flat,6363.63636363636,
10000000,1000,6,6,2,Resale,2,Semi-Furnished,,Flat,10000,
5900000,760,3,2,,Resale,,Furnished,,Flat,7763.15789473684,
7000000,1350,3,2,2,Resale,2,Semi-Furnished,0,Flat,5185.18518518519,
4600000,900,2,2,,Resale,,Furnished,,Flat,5111.11111111111,
5000000,1650,3,4,4,Resale,,,,Flat,3030.30303030303,
4500000,1060,2,2,,Resale,,,,Individual House,4245.28301886793,
5500000,1185,2,2,2,Resale,1,Semi-Furnished,,Flat,4641.35021097046,
2700000,850,3,2,3,Resale,,Semi-Furnished,,Flat,3176.47058823529,
13000000,1100,2,2,2,Resale,,Semi-Furnished,,Flat,11818.1818181818,
3000000,800,2,2,1,Resale,,,,Individual House,3750,
5000000,1225,3,2,3,Resale,1,,2,Flat,4081.63265306122,
12500000,2000,4,4,4,Resale,,Furnished,,Flat,6250,
7000000,1350,4,2,1,New Property,,Unfurnished,,Flat,5185.18518518519,
12800000,2200,4,3,4,Resale,,Semi-Furnished,0,Flat,5818.18181818182,
3500000,850,2,2,1,Resale,,Furnished,,Flat,4117.64705882353,
5200000,1444,3,2,3,Resale,,Semi-Furnished,,Flat,3601.108033241,
1850000,700,2,2,,Resale,1,Furnished,,Individual House,2642.85714285714,
5450000,1320,2,2,,Resale,,,,Individual House,4128.78787878788,
5000000,1256,3,2,3,Resale,1,,2,Flat,3980.89171974522,
3200000,601,2,2,,Resale,,Furnished,,Flat,5324.45923460899,
6720000,1180,2,2,,Resale,3,,3,Flat,5694.91525423729,
5500000,1761,3,3,,Resale,1,,2,Flat,3123.22544009086,
8500000,1900,4,3,3,Resale,,Semi-Furnished,,Individual House,4473.68421052632,
4500000,900,2,2,2,Resale,,Semi-Furnished,,Flat,5000,
16500000,2000,3,3,2,Resale,2,Semi-Furnished,,Flat,8250,
11500000,1707,3,2,2,Resale,1,Semi-Furnished,,Flat,6736.9654364382,
5000000,945,3,2,2,Resale,,Unfurnished,,Flat,5291.00529100529,
3850000,1050,2,2,3,Resale,,Unfurnished,,Flat,3666.66666666667,
7300000,1450,3,2,1,Resale,,Furnished,,Individual House,5034.48275862069,
4900000,1285,2,2,2,Resale,,,,Individual House,3813.22957198444,
10500000,2400,4,3,2,Resale,4,Semi-Furnished,1,Individual House,4375,
7800000,2095,4,3,2,Resale,2,,2,Flat,3723.15035799523,
4600000,1425,3,2,,Resale,,Furnished,,Flat,3228.0701754386,
3200000,1050,2,2,,Resale,,,,Flat,3047.61904761905,
3500000,1000,2,2,2,Resale,2,Semi-Furnished,,Flat,3500,
6500000,1500,2,2,2,New Property,,Unfurnished,,Individual House,4333.33333333333,
3400000,911,2,2,3,New Property,,Semi-Furnished,,Individual House,3732.16245883644,
6000000,1400,2,2,4,Resale,,Furnished,,Flat,4285.71428571429,
4500000,1600,3,3,5,Resale,,,,Flat,2812.5,
3100000,720,2,2,1,Resale,1,,1,Individual House,4305.55555555556,
10000000,1725,4,5,,Resale,,Semi-Furnished,,Flat,5797.10144927536,
3600000,776,2,2,1,Resale,,,,Flat,4639.17525773196,
3800000,830,2,2,1,Resale,,,,Flat,4578.31325301205,
3500000,890,2,2,2,Resale,,Unfurnished,,Flat,3932.58426966292,
4000000,800,2,2,1,Resale,2,,,Flat,5000,
9500000,1510,3,3,2,Resale,,,,Flat,6291.39072847682,
6500000,1300,2,2,,Resale,,,,Flat,5000,
4100000,1164,2,2,,Resale,,,,Individual House,3522.33676975945,
2900000,890,2,2,,Resale,,,,Flat,3258.42696629213,
5000000,1065,2,2,3,Resale,1,,3,Flat,4694.83568075117,
8500000,1350,3,3,1,Resale,,Semi-Furnished,,Flat,6296.2962962963,
2400000,623,2,2,,Resale,,Unfurnished,,Individual House,3852.32744783307,
6500000,750,2,2,2,Resale,,Furnished,,Flat,8666.66666666667,
9500000,1628,2,2,,Resale,,,,Flat,5835.38083538084,
5200000,1000,3,2,2,Resale,,Semi-Furnished,,Flat,5200,
5700000,1500,3,3,,Resale,,Unfurnished,,Flat,3800,
6000000,1140,2,2,,Resale,,,,Flat,5263.15789473684,
8000000,1263,3,3,3,Resale,1,,0,Flat,6334.12509897071,
4100000,1125,3,2,,Resale,,Semi-Furnished,,Flat,3644.44444444444,
2850000,825,2,2,,Resale,,Semi-Furnished,,Individual House,3454.54545454545,
3650000,1265,2,2,3,Resale,1,,2,Flat,2885.37549407115,
5800000,940,2,2,3,Resale,1,Semi-Furnished,,Flat,6170.21276595745,
3500000,1106,2,2,,Resale,,Semi-Furnished,,Flat,3164.55696202532,
2500000,900,2,2,,Resale,,Unfurnished,,Flat,2777.77777777778,
11000000,1785,3,4,4,Resale,2,,,Flat,6162.4649859944,
5500000,1050,2,2,,Resale,,,,Flat,5238.09523809524,
16500000,1300,3,2,,Resale,,,,Flat,12692.3076923077,
15500000,1500,3,3,2,Resale,,Furnished,,Flat,10333.3333333333,
6200000,950,3,3,3,Resale,,,,Flat,6526.31578947368,
16500000,1700,3,2,,Resale,2,,,Flat,9705.88235294118,
13000000,1895,3,3,,Resale,1,,,Flat,6860.15831134565,
4500000,1000,2,2,,Resale,,Semi-Furnished,,Individual House,4500,
13500000,1100,3,2,1,Resale,,,,Flat,12272.7272727273,
4150000,950,2,2,2,Resale,,,,Flat,4368.42105263158,
4200000,758,3,2,1,New Property,,Semi-Furnished,,Individual House,5540.89709762533,
5730000,1210,2,3,,Resale,,,,Flat,4735.53719008264,
4400000,1300,3,2,,Resale,,Semi-Furnished,,Flat,3384.61538461538,
3200000,890,2,2,2,Resale,,,,Flat,3595.50561797753,
9000000,1300,3,3,,Resale,,Furnished,,Flat,6923.07692307692,
4150000,1285,2,2,4,Resale,2,,,Flat,3229.5719844358,
3600000,630,3,2,1,Resale,,Unfurnished,,Flat,5714.28571428571,
30000000,5500,3,3,2,New Property,,Semi-Furnished,,Flat,5454.54545454546,
7000000,1410,2,2,,Resale,1,Unfurnished,2,Flat,4964.5390070922,
4500000,1350,3,3,3,Resale,,Semi-Furnished,,Flat,3333.33333333333,
4000000,1315,3,3,3,Resale,,,,Flat,3041.82509505703,
5800000,929,2,2,2,Resale,,,,Flat,6243.27233584499,
8600000,1550,3,2,5,Resale,1,,2,Flat,5548.38709677419,
3300000,600,2,2,,Resale,,,,Flat,5500,
8000000,1685,3,4,3,Resale,1,,2,Individual House,4747.77448071217,
3500000,1000,2,2,,Resale,,Semi-Furnished,,Flat,3500,
6200000,1260,2,2,,Resale,,Semi-Furnished,,Flat,4920.63492063492,
3800000,564,2,2,,Resale,,Semi-Furnished,,Flat,6737.58865248227,
6400000,1200,2,2,4,Resale,2,,,Flat,5333.33333333333,
3800000,1120,2,2,,Resale,,Semi-Furnished,,Individual House,3392.85714285714,
9600000,1415,2,2,2,Resale,,,,Flat,6784.45229681979,
3200000,742,2,2,,Resale,,Semi-Furnished,2,Flat,4312.66846361186,
6500000,1710,3,4,4,New Property,,,,Flat,3801.16959064327,
6500000,1500,3,3,,Resale,1,,,Flat,4333.33333333333,
5800000,1750,4,3,3,Resale,1,Semi-Furnished,,Flat,3314.28571428571,
3400000,1000,3,2,1,Resale,,Semi-Furnished,,Flat,3400,
4600000,1050,3,2,1,Resale,2,Semi-Furnished,,Flat,4380.95238095238,
3500000,1050,2,2,3,Resale,,Semi-Furnished,,Flat,3333.33333333333,
40000000,8000,7,8,,Resale,1,Unfurnished,,Individual House,5000,
3200000,765,2,2,1,Resale,2,Unfurnished,,Flat,4183.00653594771,
7000000,700,3,2,,Resale,1,Unfurnished,,Flat,10000,
4500000,1270,3,2,,Resale,,,,Flat,3543.30708661417,
4000000,1045,2,2,,Resale,,Semi-Furnished,,Flat,3827.75119617225,
5500000,1342,2,2,2,Resale,1,,2,Flat,4098.36065573771,
7800000,1690,3,3,,Resale,1,,4,Flat,4615.38461538462,
4500000,1405,2,2,3,Resale,,,,Flat,3202.84697508897,
7500000,1000,2,2,2,Resale,,Unfurnished,,Individual House,7500,
6500000,1300,3,2,,Resale,,Furnished,,Flat,5000,
12900000,1865,3,3,,Resale,,Unfurnished,,Flat,6916.89008042895,
4200000,1075,2,2,1,Resale,,,,Flat,3906.97674418605,
7550000,1326,3,2,,Resale,,,,Flat,5693.81598793364,
3000000,980,2,2,2,Resale,,Semi-Furnished,,Flat,3061.22448979592,
6000000,1469,3,3,4,Resale,,,,Individual House,4084.41116405718,
4630000,1700,3,3,,Resale,,,,Individual House,2723.52941176471,
3250000,984,2,2,3,Resale,,,,Flat,3302.84552845528,
3600000,895,2,2,,Resale,,Semi-Furnished,,Individual House,4022.34636871508,
7500000,1525,3,2,3,Resale,,,,Flat,4918.03278688525,
7800000,550,4,3,3,New Property,,Unfurnished,,Individual House,14181.8181818182,
5070000,1700,3,3,,Resale,,,,Flat,2982.35294117647,
3000000,980,2,2,3,Resale,,,,Flat,3061.22448979592,
6000000,1400,3,2,,Resale,,Semi-Furnished,,Flat,4285.71428571429,
3100000,700,2,2,,Resale,,Semi-Furnished,,Flat,4428.57142857143,
5400000,1335,3,3,3,Resale,,,,Flat,4044.94382022472,
4500000,1225,3,2,,Resale,,,,Individual House,3673.4693877551,
3600000,700,2,2,1,New Property,,Semi-Furnished,,Flat,5142.85714285714,
7500000,1350,4,3,2,Resale,,Furnished,,Flat,5555.55555555556,
5000000,1600,3,2,,Resale,,Semi-Furnished,,Flat,3125,
12000000,1200,2,2,,Resale,1,,,Flat,10000,
10700000,1100,3,2,,Resale,,Semi-Furnished,,Flat,9727.27272727273,
10000000,1535,3,2,2,Resale,1,Semi-Furnished,,Flat,6514.65798045603,
10000000,900,9,6,2,Resale,,Unfurnished,,Flat,11111.1111111111,
3200000,900,2,2,,Resale,,,,Individual House,3555.55555555556,
2850000,720,2,2,,Resale,,Semi-Furnished,,Flat,3958.33333333333,
2600000,890,2,2,3,Resale,1,Unfurnished,,Flat,2921.34831460674,
15000000,2200,3,3,2,Resale,1,Semi-Furnished,2,Flat,6818.18181818182,
10000000,1712,3,3,,Resale,,,,Flat,5841.1214953271,
5000000,1300,3,2,3,Resale,,,,Flat,3846.15384615385,
10000000,1150,3,3,2,Resale,,Semi-Furnished,,Flat,8695.65217391305,
3000000,850,2,2,2,Resale,,,,Flat,3529.41176470588,
4000000,750,2,2,1,Resale,1,Furnished,,Flat,5333.33333333333,
4500000,1350,3,2,,Resale,,Semi-Furnished,,Flat,3333.33333333333,
6100000,1200,2,2,1,Resale,,Furnished,,Flat,5083.33333333333,
4800000,800,2,2,1,Resale,,Semi-Furnished,,Flat,6000,
5000000,900,2,2,2,Resale,,Semi-Furnished,,Flat,5555.55555555556,
5000000,1000,3,2,1,Resale,,Semi-Furnished,,Flat,5000,
4000000,900,3,2,,Resale,1,Semi-Furnished,1,Flat,4444.44444444444,
9500000,1785,3,3,,Resale,,Unfurnished,,Flat,5322.12885154062,
3800000,1005,2,2,,Resale,160,,,Individual House,3781.09452736318,
4000000,855,2,2,1,Resale,1,Semi-Furnished,,Flat,4678.36257309942,
4000000,750,2,2,1,Resale,,Unfurnished,,Flat,5333.33333333333,
12500000,2250,3,3,2,Resale,,Semi-Furnished,,Individual House,5555.55555555556,
4000000,990,2,2,,Resale,,,,Flat,4040.40404040404,
4500000,590,2,2,2,Resale,,Unfurnished,0,Flat,7627.1186440678,
4500000,1100,2,2,1,Resale,,Semi-Furnished,,Flat,4090.90909090909,
5710000,1595,3,3,,Resale,,Furnished,,Flat,3579.93730407524,
14000000,3000,6,4,,Resale,,Semi-Furnished,,Flat,4666.66666666667,
3900000,1275,2,2,,Resale,,,,Flat,3058.82352941176,
19500000,2400,3,3,2,New Property,,Semi-Furnished,,Flat,8125,
5900000,929,2,2,2,Resale,1,,0,Flat,6350.91496232508,
2900000,650,2,2,,Resale,,Unfurnished,,Individual House,4461.53846153846,
3800000,1100,2,2,2,Resale,,,,Flat,3454.54545454545,
3800000,625,2,2,,Resale,,Semi-Furnished,,Flat,6080,
3520000,955,2,2,2,Resale,1,Semi-Furnished,2,Flat,3685.86387434555,
3900000,900,3,2,,Resale,,Furnished,,Flat,4333.33333333333,
5400000,1575,3,2,,Resale,,Unfurnished,,Flat,3428.57142857143,
12000000,1575,4,3,4,Resale,,Unfurnished,,Individual House,7619.04761904762,
4300000,1185,2,2,3,Resale,1,Unfurnished,3,Flat,3628.69198312236,
4500000,1205,2,2,4,Resale,1,,3,Flat,3734.4398340249,
14500000,1600,3,3,,Resale,,Unfurnished,,Flat,9062.5,
9500000,1750,4,3,,Resale,2,Furnished,,Flat,5428.57142857143,
2800000,750,2,2,,Resale,,Semi-Furnished,,Individual House,3733.33333333333,
3000000,918,2,2,2,Resale,1,,,Individual House,3267.97385620915,
18500000,2627,3,3,,Resale,,Unfurnished,,Flat,7042.25352112676,
6200000,1700,3,2,3,Resale,,,,Flat,3647.05882352941,
5500000,1050,2,2,1,Resale,,Furnished,,Individual House,5238.09523809524,
10000000,1550,2,2,,Resale,,Unfurnished,,Flat,6451.61290322581,
12000000,1800,3,3,3,Resale,,Furnished,,Flat,6666.66666666667,
3800000,985,2,2,,Resale,,,,Individual House,3857.86802030457,
11200000,1126,2,2,2,Resale,,Semi-Furnished,,Flat,9946.71403197158,
9500000,1490,3,3,3,Resale,2,,,Flat,6375.8389261745,
4000000,770,2,2,,Resale,1,Furnished,,Flat,5194.8051948052,
6000000,1150,2,2,2,Resale,1,,1,Flat,5217.39130434783,
4500000,1150,2,2,3,Resale,2,Semi-Furnished,,Flat,3913.04347826087,
3200000,540,2,2,1,Resale,,,,Flat,5925.92592592593,
7800000,1900,3,2,,Resale,2,Semi-Furnished,,Flat,4105.26315789474,
5500000,1300,3,3,2,Resale,,Unfurnished,,Flat,4230.76923076923,
3200000,720,3,2,,Resale,,Unfurnished,,Flat,4444.44444444444,
8000000,2300,3,3,,Resale,,,,Flat,3478.26086956522,
4000000,720,2,2,1,Resale,2,Semi-Furnished,1,Flat,5555.55555555556,
3990000,1070,2,2,3,Resale,,Unfurnished,,Flat,3728.97196261682,
6800000,1080,2,2,3,New Property,,,,Individual House,6296.2962962963,
4000000,1275,2,2,3,Resale,1,Unfurnished,,Flat,3137.25490196078,
11000000,1750,3,3,,Resale,,Semi-Furnished,,Flat,6285.71428571429,
7000000,1303,3,3,,Resale,,,,Flat,5372.21795855718,
11000000,1750,3,2,3,Resale,,Unfurnished,,Individual House,6285.71428571429,
3700000,900,3,2,,Resale,,Furnished,,Flat,4111.11111111111,
7500000,1751,3,3,,Resale,1,Semi-Furnished,,Flat,4283.26670474015,
6100000,1470,3,3,5,Resale,,,,Flat,4149.65986394558,
4200000,1000,2,2,,Resale,,Semi-Furnished,,Flat,4200,
4600000,1225,3,2,,Resale,,Unfurnished,,Flat,3755.10204081633,
3000000,865,2,2,1,Resale,1,Furnished,2,Flat,3468.20809248555,
3700000,900,2,2,1,Resale,,Unfurnished,,Individual House,4111.11111111111,
11000000,1570,2,2,,Resale,,,,Flat,7006.36942675159,
4250000,850,2,2,,Resale,,,,Flat,5000,
3200000,600,2,2,1,Resale,,Unfurnished,,Flat,5333.33333333333,
6900000,1810,3,3,3,Resale,,,,Flat,3812.1546961326,
7500000,1675,3,3,3,Resale,1,,2,Flat,4477.61194029851,
7000000,1325,3,2,,Resale,1,,,Flat,5283.01886792453,
6500000,1200,2,2,,Resale,,,,Flat,5416.66666666667,
6000000,1255,2,2,,Resale,1,Unfurnished,,Flat,4780.8764940239,
10500000,1590,3,3,3,New Property,5,,,Flat,6603.77358490566,
6000000,1148,3,2,,Resale,,Unfurnished,,Individual House,5226.48083623693,
7500000,1610,3,2,1,Resale,,Unfurnished,,Flat,4658.3850931677,
2200000,700,2,2,,Resale,,Semi-Furnished,,Flat,3142.85714285714,
8100000,1435,3,2,3,Resale,,,,Flat,5644.59930313589,
7900000,1000,3,2,1,New Property,,Unfurnished,,Individual House,7900,
5800000,1050,2,2,,Resale,,Semi-Furnished,,Flat,5523.80952380952,
7000000,1315,3,2,,Resale,,,,Individual House,5323.19391634981,
9800000,1796,3,3,3,Resale,,Unfurnished,,Flat,5456.570155902,
8250000,1657,3,3,,Resale,,,,Flat,4978.87748943874,
3800000,750,2,2,1,Resale,,Semi-Furnished,,Individual House,5066.66666666667,
3200000,900,2,2,1,Resale,1,Semi-Furnished,,Individual House,3555.55555555556,
4060000,1110,2,2,,Resale,,,,Flat,3657.65765765766,
11100000,1507,2,2,2,Resale,,,,Flat,7365.62707365627,
4600000,1210,2,2,,Resale,,Furnished,,Flat,3801.65289256198,
3000000,560,2,2,2,Resale,,Furnished,,Individual House,5357.14285714286,
5000000,720,2,2,,Resale,,Unfurnished,,Flat,6944.44444444444,
15500000,1829,6,4,2,Resale,1,Semi-Furnished,,Flat,8474.57627118644,
8200000,2095,4,3,2,Resale,,,,Individual House,3914.08114558473,
5000000,1081,3,2,3,Resale,,Semi-Furnished,,Flat,4625.34690101758,
5200000,1295,3,3,3,Resale,,,,Flat,4015.44401544402,
9500000,1500,4,2,2,Resale,,,,Flat,6333.33333333333,
7000000,1235,2,2,2,Resale,1,,4,Individual House,5668.01619433198,
12000000,1980,3,3,2,New Property,2,,,Flat,6060.60606060606,
3500000,1000,2,2,,Resale,,Unfurnished,,Flat,3500,
8500000,1720,3,3,3,Resale,2,,2,Individual House,4941.86046511628,
